SKU;NAME;PRICE;PROMOTIONAL_PRICE;STOCK;CATEGORIES;DESCRIPTION
CBI052;Combo Intel I7 8700  H310  8gb ;508970.00;363540.00;100;24475258;<p>Especificaciones Técnicas del Microprocesador:</p><p>Número de procesador: i7-8700</br>Núm. de Núcleos: 6</br># de hilos: 12</br>Frecuencia base del procesador: 3.20 GHz</br>Frecuencia máxima de Turbo: 4.60 GHz</br>Caché: 12 MB</br>Velocidad de bus: 8 GT/s DMI3</br>TDP: 65 W</br>Tamaño máximo de la memoria (según el tipo de memoria): 64 GB</br>Tipos de memoria: DDR4-2666</br>Número máximo de canales de memoria: 2</br>Memoria ECC Soportada: No</br>OpenGL: 4.5</br>Frecuencia base de gráficos: 350 MHz</br>Gráficos Frecuencia Dinámica Máxima: 1.20 GHz</br>Gráficos Video Max Memory: 64 GB</p><p>Especificaciones Técnicas de la motherboard:</p><p>CPU: Soporte para procesadores Intel® Core &#153, i7 de octava generación / procesadores Intel® Core &#153, i5 / procesadores Intel® Core &#153, i3 / procesadores Intel® Pentium® / procesadores Intel® Celeron® en el paquete LGA1151</p><p>Chipset: Intel H310</br>Memoria: 2 zócalos DIMM DDR4 que admiten hasta 32 GB de memoria del sistema</br>Audio: códec Realtek® ALC887</br>Lan: chip LAN Realtek® GbE (10/100/1000 Mbit)</p><p>Conectores de E / S internos</br>Conector de alimentación principal ATX de 1 x 24 pines</br>Conector de alimentación ATX 12V 1 x 4 pines</br>4 x conectores SATA 6Gb / s</br>1 x encabezado del ventilador de la CPU</br>1 x encabezado del ventilador del sistema</br>1 x encabezado del panel frontal</br>1 x encabezado de audio del panel frontal</br>1 x USB 3.1 Gen 1 encabezado</br>1 x USB 2.0 / 1.1 encabezados</br>1 encabezado de módulo de plataforma confiable (TPM) (pin 2x6, solo para el módulo GC-TPM2.0_S)</br>1 x Puente CMOS transparente</p><p>Conectores del panel posterior</br>1 x teclado PS / 2 / puerto de mouse</br>1 x puerto D-Sub</br>1 x puerto HDMI</br>2 x puertos USB 3.1 Gen 1</br>4 puertos USB 2.0 / 1.1</br>1 x puerto RJ-45</br>3 x conectores de audio</p><p>(Mother se entrega marca Asrock, Gigabyte, Asus o Msi según stock!)</p><p>8GB DDR4 según stock marcas ADATA - CRUCIAL - HYNIX - KINGSTON</p></p>
CBI053;Combo Intel I7 8700  B360  8gb;568180.00;405840.00;100;24475258;<p>Especificaciones Técnicas del Microprocesador:</p><p>Número de procesador: i7-8700</br>Núm. de Núcleos: 6</br># de hilos: 12</br>Frecuencia base del procesador: 3.20 GHz</br>Frecuencia máxima de Turbo: 4.60 GHz</br>Caché: 12 MB</br>Velocidad de bus: 8 GT/s DMI3</br>TDP: 65 W</br>Tamaño máximo de la memoria (según el tipo de memoria): 64 GB</br>Tipos de memoria: DDR4-2666</br>Número máximo de canales de memoria: 2</br>Memoria ECC Soportada: No</br>OpenGL: 4.5</br>Frecuencia base de gráficos: 350 MHz</br>Gráficos Frecuencia Dinámica Máxima: 1.20 GHz</br>Gráficos Video Max Memory: 64 GB</p><p>Especificaciones Técnicas de la motherboard:</p><p>CPU: Soporte para procesadores Intel® Core &#153, i7 de octava generación / procesadores Intel® Core &#153, i5 / procesadores Intel® Core &#153, i3 / procesadores Intel® Pentium® / procesadores Intel® Celeron® en el paquete LGA1151</p><p>Conjunto de chips: Chipset Intel® B360 Express</br>Memoria: 4 zócalos DIMM DDR4 que admiten hasta 64 GB de memoria del sistema</br>Audio: códec Realtek® ALC887</br>LAN: chip LAN Realtek® GbE (10/100/1000 Mbit)</p><p>Conectores de E / S internos</br>Conector de alimentación principal ATX de 1 x 24 pines</br>Conector de alimentación ATX 12V de 1 x 8 pines</br>1 x encabezado del ventilador de la CPU</br>2 x encabezados de ventilador del sistema</br>1 x encabezado de tira LED RGB</br>1 x M.2 conector de enchufe 3</br>6 x conectores SATA 6Gb / s</br>1 x encabezado del panel frontal</br>1 x encabezado de audio del panel frontal</br>1 x encabezado de salida S / PDIF</br>1 x USB 3.1 Gen 1 encabezado</br>2 x USB 2.0 / 1.1 encabezados</br>1 encabezado de módulo de plataforma confiable (TPM) (pin 2x6, solo para el módulo GC-TPM2.0_S)</br>1 x encabezado de puerto serie</br>1 x encabezado de puerto paralelo</br>1 x Puente CMOS transparente</p><p>Conectores del panel posterior</br>1 x teclado PS / 2 / puerto de mouse</br>1 x puerto D-Sub</br>1 x puerto DVI-D</br>1 x puerto HDMI</br>4 puertos USB 3.1 Gen 1</br>2 puertos USB 2.0 / 1.1</br>1 x puerto RJ-45</br>3 x conectores de audio</p><p>(Mother se entrega marca Asrock, Gigabyte, Asus o Msi según stock!)</p><p>8GB DDR4 según stock marcas ADATA - CRUCIAL - HYNIX - KINGSTON</p></p>
CBI054;Combo Intel I7 8700  B360  16gb ( 2x8gb );625160.00;446540.00;100;24475258;<p>Especificaciones Técnicas del Microprocesador:</p><p>Número de procesador: i7-8700</br>Núm. de Núcleos: 6</br># de hilos: 12</br>Frecuencia base del procesador: 3.20 GHz</br>Frecuencia máxima de Turbo: 4.60 GHz</br>Caché: 12 MB</br>Velocidad de bus: 8 GT/s DMI3</br>TDP: 65 W</br>Tamaño máximo de la memoria (según el tipo de memoria): 64 GB</br>Tipos de memoria: DDR4-2666</br>Número máximo de canales de memoria: 2</br>Memoria ECC Soportada: No</br>OpenGL: 4.5</br>Frecuencia base de gráficos: 350 MHz</br>Gráficos Frecuencia Dinámica Máxima: 1.20 GHz</br>Gráficos Video Max Memory: 64 GB</p><p>Especificaciones Técnicas de la motherboard:</p><p>CPU: Soporte para procesadores Intel® Core &#153, i7 de octava generación / procesadores Intel® Core &#153, i5 / procesadores Intel® Core &#153, i3 / procesadores Intel® Pentium® / procesadores Intel® Celeron® en el paquete LGA1151</p><p>Conjunto de chips: Chipset Intel® B360 Express</br>Memoria: 4 zócalos DIMM DDR4 que admiten hasta 64 GB de memoria del sistema</br>Audio: códec Realtek® ALC887</br>LAN: chip LAN Realtek® GbE (10/100/1000 Mbit)</p><p>Conectores de E / S internos</br>Conector de alimentación principal ATX de 1 x 24 pines</br>Conector de alimentación ATX 12V de 1 x 8 pines</br>1 x encabezado del ventilador de la CPU</br>2 x encabezados de ventilador del sistema</br>1 x encabezado de tira LED RGB</br>1 x M.2 conector de enchufe 3</br>6 x conectores SATA 6Gb / s</br>1 x encabezado del panel frontal</br>1 x encabezado de audio del panel frontal</br>1 x encabezado de salida S / PDIF</br>1 x USB 3.1 Gen 1 encabezado</br>2 x USB 2.0 / 1.1 encabezados</br>1 encabezado de módulo de plataforma confiable (TPM) (pin 2x6, solo para el módulo GC-TPM2.0_S)</br>1 x encabezado de puerto serie</br>1 x encabezado de puerto paralelo</br>1 x Puente CMOS transparente</p><p>Conectores del panel posterior</br>1 x teclado PS / 2 / puerto de mouse</br>1 x puerto D-Sub</br>1 x puerto DVI-D</br>1 x puerto HDMI</br>4 puertos USB 3.1 Gen 1</br>2 puertos USB 2.0 / 1.1</br>1 x puerto RJ-45</br>3 x conectores de audio</p><p>(Mother se entrega marca Asrock, Gigabyte, Asus o Msi según stock!)</p><p>2x8GB DDR4 según stock marcas ADATA - CRUCIAL - HYNIX - KINGSTON</p></p>
PGI090;Pc Intel I5 7400 - H110m - 2x8gb 16gb - 1tb - 1060 - 600w;985240.00;703740.00;100;24475258;1 | MICRO INTEL CORE I5 7400 3.00 GHz</br>1 | MOTHER H110M</br>1 | MEMORIA 8GB DDR4 2400 CON DISIPADOR</br>1 | DISCO HDD 1TB SATA3  WD BLUE</br>1 | GABINETE GAMER</br>1 | FUENTE 550W 80+ REALES</br>1 | VIDEO GEFORCE GTX 1060 6GB</br>
PGI091;Pc Intel Core I3 8100  H310  16gb  1tb;105930.00;75670.00;100;24475258;<p>1 | MICRO INTEL CORE I3 8100</br>1 | MOTHER H310</br>1 | MEMORIA 2X8GB DDR4</br>1 | DISCO DURO 1TB</br>1 | GABINETE CON FUENTE, TECLADO, MOUSE Y PARLANTES</br> </p></p>
PGI092;Pc Intel Core I3 8100  H310  8gb  240gb Ssd;86130.00;61520.00;100;24475258;<p>1 | MICRO INTEL CORE I3 8100</br>1 | MOTHER H310</br>1 | MEMORIA 2X4GB DDR4</br>1 | DISCO SSD 240</br>1 | GABINETE KIT</p></p>
PGI093;Pc Gamer Intel I3 8100  H310  8gb  1tb;491510.00;351070.00;100;24475258;<p>1 | MICRO INTEL CORE I3 8100</br>1 | MOTHER  H310</br>1 | MEMORIA 8GB DDR4 2400 ADATA</br>1 | DISCO HDD 1TB SATA3  WD BLUE</br>1 | GABINETE KIT 500W + TECLADO + MOUSE + PARLANTES</p></p>
POI029;Pc Intel I5 8500 - H310 - 8gb - 1tb - Kit;719220.00;513730.00;100;24475258;1 | MICRO INTEL CORE I5 8500 3.00 GHZ</br>1 | MOTHER H310M</br>1 | MEMORIA 8GB DDR4 2400 CON DISIPADOR</br>1 | DISCO HDD 1TB SATA3  WD BLUE</br>1 | GABINETE KIT 500W + TECLADO + MOUSE + PARLANTES</br>
PGI095;Pc Gamer Intel I3 8100  H310  8gb  1tb  1660 6gb;1232290.00;880200.00;100;24475258;<p>1 | MICRO INTEL CORE I3 8100</br>1 | MOTHER H310M</br>1 | MEMORIA 8GB DDR4 2400MHZ</br>1 | DISCO HDD 1TB SATA3  WD BLUE</br>1 | GABINETE GAMER</br>1 | VIDEO GEFORCE GTX 1660 6GB</br>1 ! FUENTE 500W REALES</p></p>
PGI096;Pc Gamer Intel I3 8100  H310  8gb  1tb  Rx550;688400.00;491710.00;100;24475258;1 | MICRO INTEL CORE I3 8100</br>1 | MOTHER H310M</br>1 | MEMORIA 8GB DDR4 2400MHZ</br>1 | DISCO HDD 1TB </br>1 | GABINETE KIT 500W + TECLADO + MOUSE + PARLANTES</br>1 | RADEON RX 550 2GB</br>
PGI097;Pc Gamer Intel I3 8100  H310  8gb  1tb  Rx560;742820.00;530580.00;100;24475258;1 | MICRO INTEL CORE I3 8100</br>1 | MOTHER H310M</br>1 | MEMORIA 8GB DDR4 2400MHZ</br>1 | DISCO HDD 1TB </br>1 | GABINETE KIT 500W + TECLADO + MOUSE + PARLANTES</br>1 | PLACA DE VIDEO AMD RADEON 560 4GB </br>
CAM208;Camara Ip Tp-link Nc450 Mov 360 Remoto Wifi;15515.00;11081.00;100;24475258;<p>Toma de Imágenes HD 720p – Resolución HD que ofrece imágenes más nítidas y claras<br />Giro / Inclinación - Visualiza hasta 360 grados en horizontal y 150 grados en vertical.<br />Visión Nocturna- Vigila lo que está pasando en la oscuridad, visión nocturna de hasta 8 metros<br />Detección de Movimiento y Sonido – Recibe avisos y notificaciones por email cuando se detecte movimiento o sonido<br />Audio de 2 vías – Inicia con facilidad una comunicación con 2 vías de audio con tu familia en solo un instante<br />Almacenamiento en Tarjeta SD – Guarda fácilmente tus vídeos e imágenes gracias a la ranura SD integrada<br /> *La tarjeta SD no está incluida</p><p>tpCamera App – Utiliza la app tpCamera para acceder a las transmisiones desde cualquier lugar en cualquier momento</p>
MON311;Monitor 22 Philips Led 223v5lhsb2/55;255305.00;182358.00;100;24475258;<p>Especificaciones técnicas</br>Imagen / pantalla</p><p>tipo de panel LCD</br>LCD TFT</br>Tipo de retroiluminación</br>Sistema W-LED</br>Tamaño de panel</br>21,5 pulgadas / 54,6 cm</br>Área de visualización efectiva</br>476,64 (H) x 268,11 (V)</br>Relación de aspecto</br>16:9</br>Resolución óptima</br>1920 x 1080 a 60 Hz</br>Tiempo de respuesta (estándar)</br>5 ms</br>Brillo</br>200 cd/m²</br>SmartContrast</br>10.000.000:1</br>Relación de contraste (estándar)</br>600:1</br>Píxeles</br>0,248 x 0,248 mm</br>Ángulo de visualización</br>90º (alto) / 65º (ancho)</br>a C/R > 10</br>Colores de pantalla</br>16,7 M</br>Frecuencia de escaneo</br>30-83 kHz (horizontal)/56-76 Hz (vertical)</br>sRGB</br>Sí</br>Soporte</p><p>Inclinación</br>-5/20 grado</br>Alimentación</p><p>Modo encendido</br>15,3 W (típico) (método de prueba EnergyStar 7.0)</br>Modo de espera</br>0,5 W</br>Modo apagado</br>0,5 W</br>Indicador LED de energía</br>Funcionamiento: blanco</br>Modo de espera / blanco (intermitente)</br>Fuente de alimentación</br>Integrada</br>100-240 V CA, 50-60 Hz</br>Peso</p><p>Producto con soporte (kg)</br>2,61 kg</br>Producto sin soporte (kg)</br>2,35 kg</br>Producto con embalaje (kg)</br>3,87 kg</br>Sostenibilidad</p><p>Protección del medioambiente y ahorro de energía</br>EnergyStar 7.0</br>EPEAT de plata</br>RoHS</br>Sin plomo</br>Sin mercurio</br>Material de embalaje reciclable</br>100 %</br>Normas y cumplimiento</p><p>Regulaciones</br>BSMI</br>marca CE</br>FCC Clase B</br>SEMKO</br>Certificado TCO</br>TUV/ISO9241-307</br>cETLus</br>EAC</br>INMETRO</br>Conectividad</p><p>Señal de entrada</br>HDMI (digital, HDCP)</br>VGA (analógica)</br>Entrada de sincronización</br>Sincronización separada</br>Sync on Green</br>Comodidad</p><p>Comodidad para el usuario</br>Automático/Abajo</br>4:3 Ancho/Arriba</br>Brillo/Volver</br>Menú/Aceptar</br>Encendido / apagado</br>Idiomas OSD</br>Portugués de Brasil</br>Checo</br>Holandés</br>Inglés</br>Finlandés</br>Francés</br>Alemán</br>Húngaro</br>Italiano</br>Japonés</br>Coreano</br>Polaco</br>Portugués</br>Ruso</br>Chino simplificado</br>Español</br>Sueco</br>Turco</br>Ucraniano</br>Griego</br>Chino tradicional</br>Otras funcionalidades</br>Bloqueo Kensington</br>Montaje VESA (100 x 100 mm)</br>Compatibilidad Plug & Play</br>DDC/CI</br>Mac OS X</br>sRGB</br>Windows 7</br>Windows 8</br>Dimensiones</p><p>Producto con soporte (mm)</br>503 x 376 x 213 mm</br>Producto sin soporte (mm)</br>503 x 316 x 50 mm</br>Embalaje en mm (AnxAlxPr)</br>555 x 414 x 107 mm</br>Condiciones de funcionamiento</p><p>Margen de temperaturas (funcionamiento)</br>0 °C a 40 °C °C</br>Margen de temperaturas (almacenamiento)</br>-20 °C a 60 °C °C</br>Humedad relativa</br>20%-80 %</br>Altitud</br>Operación: más de 3.658 m, Sin operación: más de 12.192 m</br>MTBF</br>30.000 hora(s)</br>Gabinete</p><p>Color</br>Negro</br>Terminación</br>Muy fino (bisel frontal)/Textura (cubierta posterior)</p></p>
AUR306;Auriculares Redragon Thunder Pro E200;7066.00;5049.00;100;24475258;THUNDER E200<br /><br />Los primeros auriculares in-ear de Redragon. Pensados para todo, calidad de sonido, portabilidad y gaming profesional.<br />Funciones<br /><br />El Thunder está pensado para cubrir todas las aristas del día a día, son pequeños y fáciles de transportar, y su calidad de sonido se equipara con la de los headsets de la marca, admitiendo el gaming como uno de sus fuertes.<br />MICRÓFONO EN LÍNEA CON 3 BOTONES DE CONTROL Y ACCIÓN RÁPIDA<br /><br />Ya dijimos que está pensado para todo, y el micrófono es uno de los requisitos básicos para cualquier entorno en el que nos encontremos, con un discreto micrófono ominidireccional integrado nos encargamos de que la comunicación sea óptima en todo momento: en la calle con una llamada y en medio de una partida comunicándonos por chat de voz.<br />El Thunder E200 incorpora un control remoto de 3 botones. Tanto si necesitas controlar el volumen como responder una llamada, los 3 botones de control y acción rápida te dan mayor flexibilidad para controlar tus dispositivos móviles.<br />Diseño<br /><br />Con un chasis de aluminio en su exterior y drivers de neodimio de 10mm con cámara acústica interna en su interior, tenemos la combinación perfecta de calidades para lograr este producto único en su tipo, de los que se codean entre los mejores.<br />Su cable plano, engomado y reforzado asegura no solo la durabilidad del periférico lo lleves a donde lo lleves, sino que además vamos a evitar enredos engorrosos al momento de transportarlo.<br />Con un único conector de 3.5mm que integra auriculares y micrófono admite su uso sin conflictos en smartphones con entrada de audio.<br />Accesorios<br /><br />El Thunder es un auricular completo en todo aspecto, pero también incluye accesorios para mejorar la experiencia del usuario incluyendo:<br /><br />- Funda hard case para facilitar su transporte y asegurar la integridad del periférico.<br />- Divisor de canales para separar auriculares de micrófono en caso de necesitarlo en una PC con dichos conectores individuales.<br />- Tres pares extra de ear tips (copas) de diferentes tamaños para que utilices la que mejor se adapte a tus necesidades<br /><br />Especificaciones<br /><br />– Tipo de salida: Stereo<br />– Tipo de copa: In-Ear, van dentro del oido logrando aislamiento pasivo cuasi completo.<br />– Material Diadema: Aluminio, con cámara acústica.<br />– Vibración: No<br />– Frecuencia de Respuesta 20 – 20k Hz<br />– Impedancia: 16 Ohm<br />– Diametro del diafragma: 10 mm con imanes de neodimio<br />– Sensibilidad: 120dB<br />– Retroiluminación: No<br />– Tipo de cable: Cable plano reforzado anti enredos.<br />– Conectores Conectores 3.5mm (4 polos) + adaptador 2 vías de 4 polos a 3 polos (para usar en PC)<br />– Peso: 70gr<br />– Software: No<br /><br />MICROFONO<br /><br />– Impedancia: 2.2k Ohm<br />– Sensibilidad: -42 dB+/-3 dB<br />– Tipo de microfono y captación: En el cable. Captación omnidireccional y reducción de ruido.<br />– Extras: Estuche transporte, 3 pares adicionales de eartips, adaptador 4 polos a 3 polos<br /><br />(Funciona con la mayoría de dispositivos móviles, informáticos y de audio, incluido el iPod, iPhone, iPad, Kindle Fire, teléfonos Android, PC, Macbook Pro o los nuevos ultrabooks actuales).
TEC414;Combo Redragon K552-bb K552m601p001h101;102760.00;73402.00;100;24475258;<p>K552-BB<br /></br>Teclado, mouse, headset con micrófono y mousepad. No necesitas nada más para conectarte y demostrar quien es el mejor. Este kit de la familia Redragon viene preparado para que todas las aristas de periféricos de calidad queden completamente cubiertas.</p><p>A continuación les mostramos las cuatro poderosas partes de este kit:</p><p>CENTROPHORUS M601:<br /></br> Peso regulable<br /></br> 100 a 3200 DPI configurables<br /></br> Dos botones programables<br /></br> Retroiluminación roja<br /></br> Puerto USB bañado en oro<br /></br>KUMARA K552:<br /></br>Switches Outemu Blue<br /></br>Tecla multimedia FN<br /></br>Tecla de bloqueo de Windows<br /></br>Retroiluminación roja<br /></br>Tenkeyless<br /></br>Resistente a salpicaduras<br /></br>ARCHELON M:<br /></br>330 x 260 mm<br /></br> Doble costura en todo el borde<br /></br> Deslizamiento tipo speed<br /></br> Fondo antideslizante de caucho<br /></br> Superficie de tela y fibras de seda<br /></br> Resistente al agua<br /></br>GARUDA H101:<br /></br>Sonido stereo<br /></br>Micrófono unidireccional rebatible<br /></br>Fichas 3.5mm independientes bañadas en oro<br /></br>Diafragmas de 40 milímetros con imanes de neodimio<br /></br>Control in-line de volumen con función mute para el micrófono</p></p>
PGI120;Pc Intel Celeron G4930  H310  4gb  240gb Ssd  Kit;127310.00;90930.00;100;24475258;<p>CARACTERÍSTICAS DEL EQUIPO</p><p>-Microprocesador Intel Celeron G4930 - 2 Núcleos - 3.1 Ghz - Cache 2Mb - Gráficos Integrados Intel HD 610</br>-Motherboard H310M series - DDR4 hasta 32GB - USB 3.0 - PCI-E 3.0 - LAN 1Gbps - Salida de Vídeo HDMI / VGA </br>-Memoria RAM 4GB DDR4</br>-Disco Solido (SSD) 240GB</br>-Gabinete Kit con Teclado y mouse de regalo o Gabinete Slim según disponibilidad.</p><p>PREGUNTAS FRECUENTES </br>-Se puede modificar y agregar cualquier componente para ajustar la configuración a sus necesidades. </br>-Se entrega el equipo armado con las cajas de los productos instalados, las cuales debe conservar para la garantía junto con la factura.</br>-El equipo no posee faja de seguridad, por lo tanto el usuario puede abrirlo sin invalidar la garantía.</p><p>ADVERTENCIA COVID-19</br>Frente a la crisis sanitaria que estamos atravesando varios sectores de la cadena de suministros están con problemas para cumplir con sus compromisos de entrega, por lo que existe la posibilidad de que el producto atraviese modificaciones. Ante cualquier consulta o cambio todos los canales de contacto estan disponibles!</p></p>
MOT1274;Mother Gigabyte H370 Aorus Gaming 3;219869.00;157049.00;100;24475258;<p>CPU </br>Support for 8th Generation Intel® Core™ i7 processors/Intel® Core™ i5 processors/ Intel® Core™ i3 processors/Intel® Pentium® processors/Intel® Celeron® processors in the LGA1151 package</br>L3 cache varies with CPU</br>(Please refer CPU Support List" for more information.)</br>Chipset </br>Intel® H370 Express Chipset</br>Memory </br>4 x DDR4 DIMM sockets supporting up to 64 GB of system memory</br>Dual channel memory architecture</br>Support for DDR4 2666/2400/2133 MHz memory modules</br>Support for ECC Un-buffered DIMM 1Rx8/2Rx8 memory modules (operate in non-ECC mode)</br>Support for non-ECC Un-buffered DIMM 1Rx8/2Rx8/1Rx16 memory modules</br>Support for Extreme Memory Profile (XMP) memory modules</br>* To support 2666 MHz or XMP memory, you must install an 8th Generation Intel® Core™ i7/i5 processor.</br>(Please refer "Memory Support List" for more information.)</br>Onboard Graphics Integrated Graphics Processor-Intel® HD Graphics support:</br>1 x HDMI port, supporting a maximum resolution of 4096x2160@30 Hz</br>* Support for HDMI 1.4 version and HDCP 2.2.</br>1 x DVI-D port, supporting a maximum resolution of 1920x1200@60 Hz</br>* The DVI-D port does not support D-Sub connection by adapter.</br>Maximum shared memory of 1 GB</br>Audio </br>Realtek® ALC1220-VB codec</br>High Definition Audio</br>2/4/5.1/7.1-channel</br>Support for S/PDIF Out</br>LAN </br>Intel® GbE LAN chip (10/100/1000 Mbit)</br>Expansion Slots </br>1 x PCI Express x16 slot, running at x16 (PCIEX16)</br>* For optimum performance, if only one PCI Express graphics card is to be installed, be sure to install it in the PCIEX16 slot.</br>1 x PCI Express x16 slot, running at x4 (PCIEX4)</br>4 x PCI Express x1 slots</br>(All of the PCI Express slots conform to PCI Express 3.0 standard.)</br>1 x M.2 Socket 1 connector for an Intel® CNVi or a PCIe wireless module (CNVI)</br>* The CNVi connector shares bandwidth with the F_USB2 header. When a WIFI module is populated in the CNVi connector, one of the USB 2.0/1.1 ports routed to the F_USB2 header becomes unavailable.</br>Storage Interface Chipset:</br>1 x M.2 connector (Socket 3, M key, type 2242/2260/2280/22110 PCIe x4/x2 SSD support) (M2M_32G)</br>1 x M.2 connector (Socket 3, M key, type 2242/2260/2280 SATA and PCIe x2 SSD support) (M2P_16G)</br>6 x SATA 6Gb/s connectors</br>Support for RAID 0, RAID 1, RAID 5, and RAID 10</br>* Refer to "1-7 Internal Connectors," for the installation notices for the M.2 and SATA connectors.</br>Intel® Optane™ Memory Ready</br>Multi-Graphics Technology </br>Support for AMD Quad-GPU CrossFire™ and 2-Way AMD CrossFire™ technologies</br>USB Chipset:</br>1 x USB Type-C™ port with USB 3.1 Gen 1 support, available through the internal USB header</br>1 x USB Type-C™ port on the back panel, with USB 3.1 Gen 2 support</br>1 x USB 3.1 Gen 2 Type-A port (red) on the back panel</br>4 x USB 3.1 Gen 1 ports (2 ports on the back panel, 2 ports available through the internal USB header)</br>6 x USB 2.0/1.1 ports (4 ports on the back panel, 2 ports available through the internal USB header)</br>Internal I/O Connectors </br>1 x 24-pin ATX main power connector</br>1 x 8-pin ATX 12V power connector</br>1 x CPU fan header</br>1 x water cooling CPU fan header</br>2 x system fan headers</br>1 x system fan/water cooling pump header</br>2 x digital LED strip headers</br>2 x digital LED strip power select jumpers</br>2 x RGB (RGBW) LED strip headers</br>6 x SATA 6Gb/s connectors</br>2 x M.2 Socket 3 connectors</br>1 x front panel header</br>1 x front panel audio header</br>1 x USB Type-C™ port, with USB 3.1 Gen 1 support</br>1 x USB 3.1 Gen 1 header</br>1 x USB 2.0/1.1 header</br>1 x serial port header</br>1 x S/PDIF Out header</br>1 x Thunderbolt™ add-in card connector</br>1 x Trusted Platform Module (TPM) header (2x6 pin, for the GC-TPM2.0_S module only)</br>1 x Clear CMOS jumper</br>Back Panel Connectors </br>1 x PS/2 keyboard/mouse port</br>4 x USB 2.0/1.1 ports</br>1 x DVI-D port</br>1 x HDMI port</br>1 x USB Type-C™ port, with USB 3.1 Gen 2 support</br>1 x USB 3.1 Gen 2 Type-A port (red)</br>2 x USB 3.1 Gen 1 ports</br>1 x RJ-45 port</br>6 x audio jacks</br>I/O Controller </br>iTE® I/O Controller Chip</br>H/W Monitoring </br>Voltage detection</br>Temperature detection</br>Fan speed detection</br>Water cooling flow rate detection</br>Overheating warning</br>Fan fail warning</br>Fan speed control</br>* Whether the fan (pump) speed control function is supported will depend on the fan (pump) you install.</br>BIOS </br>2 x 128 Mbit flash</p></p>"
AUI013;Auricular Klip Xtreme Twinbuds;8684.00;6206.00;100;24475258;
MON313;Monitor 25 Lg 25um58-p Ultrawide 21:9;436131.00;311520.00;100;24475258;<p>La relación de aspecto del UltraWide 21:9 hace que los juegos y las películas sean más envolventes que nunca. En pocas palabras, desde cualquier ángulo de visión, todo se ve más nítido y detallado en Full HD.</p><p>sRGB + 99%</br>sRGB es el espacio de color estándar para la reproducción ideal del color. Por lo tanto, con más del 99% de cobertura del espectro sRGB, este monitor LG es una gran solución para fotógrafos profesionales, diseñadores gráficos o cualquier persona que busque colores muy precisos.</p><p>On-Screen Control</br>On-Screen Control pone una serie de configuraciones esenciales en una ventana práctica para un acceso rápido y fácil. El volumen, el brillo, los ajustes preestablecidos del modo de imagen, Screen Split 2.0 y Dual Controller ahora se pueden ajustar con apenas algunos clicks.</p><p>Screen Split 2.0</br>Personalizá tu monitor para realizar múltiples tareas con la última versión de LG Screen Split. Cambiar el tamaño y mostrar varias ventanas a la vez, con 14 opciones, incluso cuatro opciones diferentes de Picture In Picture (PIP).</p><p>Modo Juego</br>Establecé el modo de juego para condiciones óptimas de juego. Hay 3 modos, 2 modos juego de disparo en primera persona y un modo preestablecido RTS para que puedas elegir el mejor modo para tus juegos.</p><p>Características de Juego Avanzadas</br>Características de juego serias para jugadores serios. Optimiza rápidamente la configuración del monitor para activar la función Black Stabilizer y asi revelar detalles superiores en escenas oscuras mientras que la función Dynamic Action Sync garantiza una acción de juego suave y fluida.</p></p>
GAB959;Gabinete Taiding M800-a Negro Sf;5950.00;4250.00;100;24475258;<p>Gabinete Tading M800-A</p><p>Dimensiones: 415x213x415mm</br>Motherboard: Micro ATX</br>5.25 bahias - 0</br>3.5 Bahias - 2</br>2.5 Bahias - 2</br>PCI - 4</br>Frontal 2 x 120mm fan (incluidos)</br>Trasero 1 80mm/9cm fan (opcional)</br>USB3.0+USB2.0+HD audio</br>SD/TF card supported</br>Support ATX power supply</p></p>
GAB960;Gabinete Taiding M800-b Blanco Sf;5510.00;3932.00;100;24475258;<p>Gabinete Tading M800-B</p><p>Dimensiones: 415x213x415mm</br>Motherboard: Micro ATX</br>5.25 bahias - 0</br>3.5 Bahias - 2</br>2.5 Bahias - 2</br>PCI - 4</br>Frontal 2 x 120mm fan (incluidos)</br>Trasero 1 80mm/9cm fan (opcional)</br>USB3.0+USB2.0+HD audio</br>SD/TF card supported</br>Support ATX power supply</p></p>
