SKU;NAME;PRICE;PROMOTIONAL_PRICE;STOCK;CATEGORIES;DESCRIPTION
CBA065;Combo Amd Ryzen 3 2200g - A320m - 2x4gb;321010.00;229290.00;100;24475258;<p>COMBO AMD RYZEN 3 2200G - A320M - 2x4GB</p><p>Especificaciones técnicas del microprocesador:</p><p>- Núcleos CPU: 4 Núcleos ZEN y 4 Hilos.</br>- Frecuencia CPU: 3,5 GHz base y 3,7 GHz Boost.</br>- Caché L3: 4MB</br>- Núcleos GPU: 8 CUs Radeon VEGA.</br>- Frecuencia GPU: 1.100 Mhz.</br>- MHZ DDR4 sin OC: 2.944 MHz en doble canal.</br>- 14 nm+ FinFET</br>- TDP: 65W.</p><p>Especificaciones Técnicas de la motherboard:</p><p>Socket - AM4, AM4 A-Series, AM4 3ra Gen</br>Chipsets Principal - AMD A320</br>Plataforma - AMD</br>DIMENSIONES Factor M-ATX</br>CONECTIVIDAD</br>Salidas HDMI - 1</br>Salidas VGA - 1</br>Puertos SATA - 4</br>Cantidad de slot m2 - 1</br>Cantidad de slot PCI-E 16X - 1</br>Cantidad de slot PCI-E 1X - 2</p><p>ENERGIA</br>Conector 24pines - 1</br>Consumo - 45 w</br>Conectos CPU 4pines - 1</br>Watts máximos para CPU - 140</p><p>4GB DDR4 según stock marcas ADATA - CRUCIAL - HYNIX - KINGSTON</p></p>
MEM634;Memoria 8gb Ddr4 2400 Adata Xpg Flame C/dis;11039.00;7888.00;100;24475258;Construida para los entusiastas y jugadores de PC dedicados, los módulos de memoria DDR4 XPG Flame de ADATA ofrecen todos los beneficios de DDR4 con un rendimiento y eficacia sorprendentes. Consumen un 20% menos de energía que DDR3 mientras que alcanzan velocidades de reloj mucho mayores, compatibles con Intel XMP 2.0, utilizan tecnologías de refrigeración avanzadas. Los módulos de memoria DDR4 XPG Flame por tanto realizan overclock fácilmente mientras mantienen una gran estabilidad, haciéndolos ideales para los que buscan rendimiento – evaluaciones comparativas competitivas de juegos.<br /><br />XPG Flame - ¡La clave de la victoria!<br /><br />Con un PCB negro de diseño moderno y sutil, los módulos de memoria DDR4 XPG Flame encajan perfectamente en cualquier placa base. ¡Con los beneficios de DDR4 y múltiples opciones de densidad, XPG Flame ofrece a los entusiastas hazlo tú mismo" de PC, a los jugadores y a los overclockers una gran flexibilidad para montar diversos sistemas con un funcionamiento estable y una relación calidad-precio excelente!<br /><br />DDR4 - Rendimiento y eficiencia energética impresionantes<br /><br />La DDR4 supera a la DDR3 con un rendimiento mejorado y menor consumo energético. El voltaje de operación ha descendido de 1,5V a 1,2V, lo que supone un 20% menos de consumo, manteniendo los sistemas a temperaturas bajas para un funcionamiento más estable. XPG Flame DDR4 U-DIMM realiza overclock magníficamente a tan sólo 1,35V, logrando frecuencias de reloj mucho más altas que DDR3 y alcanzando fácilmente los 3000MHz - ¡un sueño hecho realidad para los overclockers!"
NAS001;Nas Qnap Ts-231 2-bay 1gb 17ghz ;648851.00;463466.00;100;24475258;
NAS002;Nas Qnap Ts-431 4-bay 1gb 17ghz ;772343.00;551673.00;100;24475258;<p><b>Especificaciones Técnicas </b></p><p>Familia de CPU: Annapurna</br>Número de procesador: AL-212</br>Velocidad de CPU: 1.7 GHz</br>Puertos RJ-45: 2 x RJ-45</br>Puertos USB: 3 x USB 3.0</br>Protocolo de enlace de datos de tarjeta de red: Gigabit Ethernet</br>Sistemas operativos compatibles: Windows 7 Windows 8 Windows 8.1 Windows 10</br>Windows Server 2012 R2 Apple Mac OS X 10.7+ Linux UNIX</br>Tensión eléctrica: 100 a 240 V CA</br>Consumo de energía eléctrica: 90 W</br>Temperatura de funcionamiento: 0 a 40 C</br>Humedad de funcionamiento: 5 a 95%</br>Nivel de ruido (modo de funcionamiento completo): 19.2 dbA</br>Factor de forma: almacenamiento conectado a la red</br>Color de caja: Blanco</br>Tamaño de memoria: 1 GB</br>Tipo de memoria: DDR3</br>Memoria Flash: 512 MB</p></p>
DIS534;Hd Ssd 250gb M2 Wd Black ;131296.00;93785.00;100;24475258;Atributos<br /><br />interno<br />M.2 2280<br />PCI Express 3.0 x4 (NVMe)<br /><br />General<br />Cantidad empaquetada1<br />FabricanteWestern Digital<br />Gama de productosWD Black NVMe SSD<br />MarcaWD<br />ModeloWDS250G2X0C<br />Almacenamiento<br />TipoUnidad en estado sólido<br />Dimensiones y peso<br />Altura22 mm<br />Anchura80 mm<br />Peso7.5 g<br />Profundidad2.38 mm<br />Disco duro<br />Capacidad250 GB<br />Factor de formaM.2 2280<br />Factor de forma (corta) (métrico)M.2<br />Factor de forma (corto)M.2<br />Factor de forma (métrico)M.2 2280<br />InterfazPCI Express 3.0 x4 (NVMe)<br />Lectura aleatoria 4KB220000 IOPS<br />Tasa de datos internos3000 MBps<br />Tipo de disco duroDisco duro interno<br />Velocidad de datos internos (escritura)1600 MBps
MEM631;Memoria 4gb Ddr3 1600 Adata;25860.00;18470.00;100;24475258;<p>• Memoria interna: 4 GB</br>• Tipo de memoria interna: DDR3</br>• Velocidad de memoria del reloj: 1600 MHz</br>• Componente para: PC/server</br>• Forma de factor de memoria: 240-pin DIMM</br>• Diseño de memoria (módulos x tamaño): 1 x 4 GB</br>• Latencia CAS: 11</br>• Voltaje de memoria: 1,5 V</br>• Memoria sin buffer: Si</p></p>
MEM632;Memoria 8gb Ddr4 3000 Adata Xpg Gammix D10;49743.00;35528.00;100;24475258;<p>Caracteristicas Tecnicas:</p><p>MODELO: DDR4-3000</br>VELOCIDAD: : PC4-24000</br>SIZE: 8GB x 1</br>LATENCIA: CL16-18-18</br>VOLTAGE: 1.35V</br>MEDIDAS: 13.3cm Largo x 3.6Cm Alto x 0.75cm Ancho</br>XMP: 2.0 (SOPORTADO)</br>DISIPADOR: SÍ</p></p>
MEM633;Memoria 8gb Ddr3 1600 Adata;53520.00;38230.00;100;24475258;<p>• Memoria interna: 8 GB</br>• Tipo de memoria interna: DDR3</br>• Velocidad de memoria del reloj: 1600 MHz</br>• Componente para: PC/server</br>• Forma de factor de memoria: 240-pin DIMM</br>• Diseño de memoria (módulos x tamaño): 1 x 4 GB</br>• Latencia CAS: 11</br>• Voltaje de memoria: 1,5 V</br>• Memoria sin buffer: Si</p></p>
IMP214;Plotter Hp T730 36 Designjet;11710108.00;8364363.00;100;24475258;<p>Tamaño de modelo</br>914 mm</br>Funciones</br>Imprimir</br>Especificaciones de velocidad</br>Tiempo de impresión de dibujo lineal (economode, A1 papel normal)</br>25 seg/página</br>Velocidad de impresión de dibujo lineal (economode, A1 papel normal)</br>82 impresiones en tamaño A1 por hora</br>Especificaciones de memoria</br>Memoria, estándar</br>1 GB</br>Disco duro</br>Ninguno/a</br>Especificaciones técnicas</br>Calidad de impresión (óptima)</br>Color: Optimizada hasta 2400 x 1200 dpi</br>Tecnología de impresión</br>Inyección térmica de tinta HP</br>Número de cartuchos de impresión</br>4 (cian, magenta, amarillo, negro mate)</br>Tipos de tinta</br>A base de colorantes (C, M, Y)</br>a base de pigmentos (mK)</br>Dynamic security</br>Impresora apta para seguridad dinámica. Destinada solo al uso con cartuchos que usen un chip original HP. Los cartuchos que usan un chip de otro fabricante podrían no funcionar y los que funcionen, podrían no hacerlo en el futuro.</br>http://www.hp.com/go/learnaboutsupplies</br>Área no imprimible (hoja cortada)</br>5 x 5 x 5 x 5 mm</br>Ancho de línea mínimo garantizado</br>0,07 mm (ISO/IEC 13660:2001(E))</br>Precisión de la línea</br>±0.1%</br>Densidad óptica máxima (negro)</br>8 L* min/2,10 D</br>(Con papel satinado para fotos de secado instantáneo HP Premium con tintas HP originales.)</br>Uso del papel</br>Manejo de impresiones terminadas</br>Alimentación de hojas</br>alimentación por rollo</br>bandeja de entrada</br>bandeja de soportes</br>cortador automático</br>Tipos de medios admitidos</br>Papel bond y recubierto (bond, recubierto, recubierto de gramaje extra, reciclado, plano, blanco brillante), papel técnico (calco natural, vegetal), película (transparente, mate), papel fotográfico (satinado, brillante, semibrillante, de alta calidad, polipropileno), autoadhesivo (adhesivo, polipropileno)</br>Tamaños de papel estándar (medida de los rollos)</br>Hojas de ancho de 210 a 914 mm, rollos de 279 a 914 mm</br>Tamaños de soportes, personalizado</br>Bandeja de entrada: 210 x 279 mm a 330 x 482 mm</br>alimentación manual: 330 x 482 mm a 914 x 1897 mm</br>rollo: 279 a 914 mm</br>Diámetro externo del rollo</br>100 mm</br>Grosor de medios</br>Hasta 11,8 mil</br>Conectividad</br>Capacidad HP ePrint</br>Sí</br>Ruta de impresión</br>Controladores de impresora para Windows y Mac, controlador de Apple AirPrint, impresión desde unidad USB</br>Conectividad, estándar</br>Gigabit Ethernet (1000Base-T)</br>WiFi 802.11b/g/n</br>Lenguajes de impresión</br>HP-GL/2, HP-RTL, TIFF, JPEG, CALS G4, HP PCL 3 GUI, URF</br>Requisitos de operación y alimentación</br>Consumo de energía</br>35 vatios (impresión), 3,5 vatios (suspensión), 0,2 vatios (en espera)</br>Margen de temperaturas operativas</br>5 a 40ºC</br>Intervalo de humedad en funcionamiento</br>De 20 a 80% HR</br>Dimensiones y peso</br>Dimensiones mínimas (anch. x prof. x alt.)</br>1403 x 583 x 1155 mm</br>Peso</br>48 kg</br>Qué se incluye</br>Garantía</br>Garantía limitada de un año. Las opciones de garantía y soporte varían según el producto, el país y los requisitos legales locales.</br>Contenido de la caja</br>Impresora HP DesignJet T730, cabezal de impresión, cartuchos de tinta, soporte para impresora, eje, guía de referencia rápida, póster de instalación, software de inicio, cable de alimentación</br>Software incluido</br>Utilidad de HP para Mac y Windows</p></p>
TEC422;Teclado Hp Hyperx Alloy Core Rgb 4p4f5ai;73785.00;52703.00;100;24475258;<p>arra de luz exclusiva de la marca, con elegantes efectos RGB.</br>Asombroso nivel de brillo con seis ajustes: Ciclo de color, Onda de espectro, Respiración, Sólido, 5 zonas y Aurora.</br>Características</br>Exclusiva barra de luz y efectos de iluminación dinámicos RGB</br>Estructura duradera y sólida</br>Teclas silenciosas y rápidas, con funcionalidad anti-ghosting</br>Resistente a los derrames1</br>Controles multimedia especiales</br>Botones de acceso rápido para brillo, modos de luz y modo Juego</br>Modo de bloqueo del teclado</p><p>Tipo: Membrana</br>Iluminación posterior: RGB (personalización multi-color de 5 zonas)</br>Efectos de iluminación: 6 modos LED y 3 niveles de brillo</br>Tipo de conexión: USB 2.0</br>Velocidad de polling: 1000Hz</br>Anti-ghosting: Anti-ghosting multi-tecla</br>Botones de control multimedia: Sí</br>Modo juego: Sí</br>Resistencia a los derrames: probado para hasta 120ml de líquido</br>Compatibilidad con sistema operativo: Windows® 10, 8.1, 8, 7</br>Cable Tipo: Conectado, trenzado</br>Longitud: 1,8m</p></p>
MPD034;Mouse Pad Zowie G-sr Black;88450.00;63177.00;100;24475258;<p>-La textura suave y uniforme ofrece un deslizamiento consistente y confortable<br /></br>-Nuevo diseño de base de goma que ofrece mayor estabilidad en cualquier superficie<br /></br>-100% compatible con todos los tipos de mouse<br /></br>-Dimensiones: 480 x 400 x 3.5 mm / 18.9 x 15.7 x 0.14 pulgadas<br /></br>- Versión Control</p></p>
MPD035;Mouse Pad Zowie G-sr-se Blue;8489.00;6063.00;100;24475258;-La textura suave y uniforme ofrece un deslizamiento consistente y confortable<br />-Nuevo diseño de base de goma que ofrece mayor estabilidad en cualquier superficie<br />-100% compatible con todos los tipos de mouse<br />-Dimensiones: 480 x 400 x 3.5 mm / 18.9 x 15.7 x 0.14 pulgadas<br />- Versión Control
MOU527;Mouse Zowie Ec1-a Black;20293.00;14498.00;100;24475258;<p><b>Especificaciones Técnicas </b></p><p>DPI: 400/800/1600/3200</br>USB: USB 2.0 / 3.0 Plug & Play</br>Botones: 5 botones</br>Longitud del cable: 2m / 6,6 pies</br>Tasa de informe: 125/500/1000 Hz</br>Talla larga</br>Diseño: Ergonómico.</p></p>
MPD036;Mouse Pad Zowie Gtf-x Black;90510.00;64650.00;100;24475258;<p>-Combinación única de tela y plástico<br /></br>-Diseño único de la base que ofrece mayor estabilidad en cualquier superficie<br /></br>-Superficie resistente a líquidos para fácil mantenimiento<br /></br>-Cosidos triples en los bordes evitan deshilados y aumentan la vida útil del mousepad<br /></br>- 100% compatible con todos los tipos de mouse<br /></br>- Dimensiones: 480 x 400 x 3.5 mm<br /></br>- Versión Speed</p></p>
MOU528;Mouse Zowie Ec1-a White ;19981.00;14269.00;100;24475258;
MOU530;Mouse Zowie Ec2-a White;15379.00;10984.00;100;24475258;
MOU531;Mouse Zowie Fk1 Black;18995.00;13566.00;100;24475258;
MOU532;Mouse Zowie Fk1 White;19279.00;13771.00;100;24475258;
MOU533;Mouse Zowie Fk2 Black;157230.00;112310.00;100;24475258;
MOU535;Mouse Zowie Za11 Black;85400.00;61000.00;100;24475258;<p><b> Especificaciones Técnicas </b> </p><p>DPI: 400/800/1600/3200</br>USB: USB 2.0 / 3.0 Plug & Play</br>Botones: 5 botones</br>Longitud del cable: 2m / 6,6 pies</br>Tasa de informe: 125/500/1000 Hz</br>Talla larga</br>Diseño: Perfil alto</p></p>
MOU536;Mouse Zowie Za11 White;19444.00;13892.00;100;24475258;
MOU537;Mouse Zowie Za12 Black;142800.00;102000.00;100;24475258;<p><b>Especificaciones Técnicas </b></p><p>DPI: 400/800/1600/3200</br>USB: USB 2.0 / 3.0 Plug & Play</br>Botones: 5 botones</br>Longitud del cable: 2m / 6,6 pies</br>Tasa de informe: 125/500/1000 Hz</br>Talla mediana</br>Diseño: Perfil alto</p></p>
MOU538;Mouse Zowie Za12 White;19947.00;14246.00;100;24475258;
MOU539;Mouse Zowie Za13 Black;157230.00;112310.00;100;24475258;<p><b> Especificaciones Técnicas </b> </p><p>DPI: 400/800/1600/3200</br>USB: USB 2.0 / 3.0 Plug & Play</br>Botones: 5 botones</br>Longitud del cable: 2m / 6,6 pies</br>Tasa de informe: 125/500/1000 Hz</br>Talla pequeña</br>Diseño: Perfil alto</p></p>
MOU541;Mouse Zowie Ec1-b Black;23366.00;16690.00;100;24475258;
IMP215;Impresora Laser Samsung Sl-c430w Color;31286.00;22346.00;100;24475258;<p>Especificaciones<br />Velocidad de impresión en negro:<br />Normal: Hasta 19 ppm<br />Velocidad de impresión color:<br />Normal:Hasta 4 ppm<br />Salida de la primera página (preparada)<br />Negro: 14 segundos<br />Color: Velocidad máxima de 26 segundos<br />Ciclo de trabajo (mensual, A4)<br />Hasta 20,000 páginas<br />Tecnología de impresión<br />Láser<br />Calidad de impresión en negro (óptima)<br />Hasta 2,400 x 600 dpi<br />Calidad de impresión en color (óptima)<br />Hasta 2,400 x 600 dpi<br />Tecnología de resolución<br />ReCP<br />Lenguajes de impresión<br />SPL<br />Monitor<br />LED<br />Velocidad del procesador<br />400 MHz<br />Sensor de papel automático<br />No<br />Cartuchos de repuesto<br />Cartucho de tóner negro estándar (~1,500 páginas) CLT-K404S<br />Cartucho de tóner cian estándar (~1,000 páginas) CLT-C404S<br />Cartucho de tóner amarillo estándar (~1,000 páginas) CLT-Y404S<br />Cartucho de tóner magenta estándar (~1,000 páginas) CLT-M404S</p><p>Conectividad<br />Impresión móvil<br />Apple AirPrint™<br />Impresión inalámbrica directa<br />Certificación Mopria™<br />Aplicaciones móviles<br />Samsung Cloud Print<br />Google Cloud Print™<br />Capacidades de red<br />A través de Ethernet 10/100 Base-TX integrado<br />Ethernet de cruzado automático<br />Capacidad inalámbrica<br />Sí, Wi-Fi 802.11 b/g/n incorporado<br />autenticación mediante WEP, WPA/WPA2 Personal<br />cifrado mediante AES o TKIP<br />Conectividad, estándar<br />Puerto USB 2.0 de alta velocidad<br />puerto de red Fast Ethernet 10/100 Base-TX incorporado<br />Wi-Fi 802.11 b/g/n incorporado<br />Requisitos mínimos de sistema<br />Windows® XP (SP3) (32 bits) o posteriores, procesador de 933 MHz o más, 128 MB de RAM, 1.5 GB de espacio en disco duro, CD-ROM o Internet, conexión USB o de red</p><p>OSX 10.6 o posteriores<br />Internet<br />Conexión USB o de red<br />1 GB de espacio en el disco duro<br />1 GB de RAM<br />Sistemas operativos compatibles<br />Windows®: XP (32/64 bits), 2003 Server (32/64 bits), Vista (32/64 bits), 2008 Server (32/64 bits), 7 (32/64 bits), 2008 Server R2, 10 (32/64 bits), 2012 Server, 2016 Server<br />MAC OS 10.6 - 10.11<br />Linux: Red Hat Enterprise Linux (5, 6, 7), Fedora (13, 14, 15, 16, 17, 18, 19, 20, 21, 22), openSUSE (11.3, 11.4, 12.1, 12.2, 12.3, 13.1, 13.2), Ubuntu (10.04, 10.10, 11.04, 11.10, 12.04, 12.10, 13.04, 13.10, 14.04, 14.10, 15.04), SUSE Linux Enterprise Desktop (11, 12), Debian (6, 7, 8), Mint (13, 14, 15, 16, 17)<br />Unix: Sun Solaris 9, 10, 11 (x86, SPARC), HP-UX 11.0, 11i v1, 11i v2, 11i v3 (PA-RISC, Itanium), IBM AIX 5.1, 5.2, 5.3, 5.4, 6.1, 7.1 (PowerPC)<br />Especificaciones de memoria<br />Uso del papel<br />Entrada de manejo de papel, estándar<br />Bandeja de entrada 150 hojas<br />Salida de manejo de papel, estándar<br />Bandeja salida de 50 hojas<br />Capacidad de salida máxima (hojas)<br />Hasta 50 hojas<br />Impresión a doble cara<br />Manual (soporte para controlador suministrado)<br />Tamaños de soportes de impresión admitidos<br />A4, A5, A6, B5 (JIS), B5 (ISO), Tarjeta postal<br />Tamaños de soportes, personalizado<br />76 x 152 a 216 x 356 mm<br />Tipos de soportes<br />Normal, Fino, Grueso, Cartulina, Preimpreso, Reciclado, Bond, Etiqueta, Algodón, Color, Brillante<br />Peso de material de impresión admitido<br />De 60 a 220 g/m²<br />Requisitos de operación y alimentación<br />Dimensiones y peso<br />Dimensiones mínimas (anch. x prof. x alt.)<br />382 x 396 x 211 mm<br />Dimensiones máximas (An x F x Al)<br />382 x 396 x 211 mm<br />Peso<br />10 kg<br />Dimensiones del embalaje (An x F x Al)<br />471 x 413 x 305 mm<br />Peso del embalaje<br />12,1 kg</p>
MOU542;Mouse Zowie Ec1-b Blue/black Cs:go;19833.00;14167.00;100;24475258;
MOU545;Mouse Zowie Fk1 Black;157230.00;112310.00;100;24475258;
MOU546;Mouse Zowie Fk1 White;14972.00;10697.00;100;24475258;
MOT1305;Mother Asus Z390-p Prime Ideal Mineria ;253146.00;180816.00;100;24475258;<p>-CPU: Intel® Socket 1151 for 8th Generation Core™ de procesadores </br>-Chipset: Intel® Z370</br>-Memoria RAM: 4 x Memoria DIMM, Max. 64GB - DDR4 4000(O.C.) - XMP</br>-Salidas de video: HDMI/DVI-D/DisplayPort - Soporta 3 Pantallas en simultaneo </br>-Multi-GPU: NVIDIA® 2-Way SLI™ Technology / AMD 3-Way CrossFireX™ Technology</br>-Ranuras de expansión: 2 x PCIe 3.0/2.0 x16 (x16 o dual x8) / 1 x PCIe 3.0/2.0 x16 (modo x4) / 4 x PCIe 3.0/2.0 x1</br>-Almacenamiento: 1x Socket M.2 PCI-E / 1x Socket M.2 SATA y PCI-E / 6x SATA 6Gbps</br>-Red: Intel® I219V</br>-Wi-Fi: 802.11 a/b/g/n/ac - Compatible con frecuencia 2.4/5 GHz dual band</br>-Audio: ROG SupremeFX 8 canales CODEC de audio de alta definición</br>-Sistema operativo: Windows 10</br>-Tamaño: ATX 305 X 244MM </p><p>-Puertos USB</br>• Intel® Z370 Chipset : </br>6 x puerto(s) USB 3.0 (4 en panel posterior, azul, 2 en placa)</br>• Intel® Z270 Chipset : </br>6 x puerto(s) USB 2.0 </br>• Controladora USB 3.1 ASMedia®: : *6</br>1 x puerto(s) USB 3.1 Gen 2 front panel connector </br>• Controladora USB 3.1 ASMedia®: : </br>2 x puerto(s) USB 3.1 (Type-A + USB Type-CTM, compatible con entrega de 3 A)</p><p>-E/S panel trasero</br>1 x DVI-D</br>1 x DisplayPort</br>1 x HDMI</br>1 x Red (RJ45)</br>1 x Salida S/PDIF óptica</br>5 x Jack(s) de audio</br>2 x USB 3.1 Gen 2 Type-A + USB Type-CTM</br>2 x USB 3.1 Gen 1 (azul) </br>1 x ASUS Wi-Fi GO! module (Wi-Fi 802.11 a/b/g/n/ac and Bluetooth v4.2)</p><p>-E/S internas</br>2 x Conector(es) USB 3.0 soporta(n) 4 USB 3.0 extra(s) </br>1 x Conector(es) AAFP</br>1 x Conector de tira LED direccionable(s)</br>2 x Conector(es) USB 2.0 soporta(n) 4 USB 2.0 extra</br>1 x Zócalo M.2 3 con M Key, compatible con dispositivos de almacenamiento tipo 2242/2260/2280 (solo modo PCIE) </br>6 x Conector(es) SATA 6Gb/s</br>1 x Conector(es) ventilador de CPU </br>2 x Conector(es) ventilador chasis </br>1 x Conector Ventilador CPU OPT </br>2 x RGB Header(s)</br>1 x Conector de alimentación EATX de 24 contactos</br>1 x Conector de alimentación ATX 12V de 8 contactos</br>1 x M.2 Socket 3 with M Key, type 2242/2260/2280 storage devices support (SATA mode & X4 PCIE mode)</br>1 x Paneles del sistema (Chassis intrusion header is inbuilt)</br>1 x Conector para sensor térmico</br>1 x M.2_FAN connector</br>1 x Conectores de 5 contactos EXT_FAN (extensión del ventilador)</br>1 x Jumper Clear CMOS</br>1 x CPU OV</br>1 x Conector TPM de 14-1 contactos</br>1 x Conector puerto COM</br>1x Conector PUMP AIO</br>3 puerto(s) para piezas 3D</br>1 x USB 3.1 frontal</p><p>-Accesorios</br>ASUS Q-Shield</br>4 x Cable(s) SATA 6Gb/s</br>1 x ASUS Fan Holder</br>1 x Antenas móviles ASUS 2T2R dual band Wi-Fi (compatibles Wi-Fi 802.11a/b/g/n/ac)</br>1 x DVD de soporte</br>1 x Tornillos M.2</br>1 x Herramienta de instalación CPU</br>1 x CABLE TIE BLACK</br>Pegatinas ROG para ventiladores</br>1 x SLI HB BRIDGE(2-WAY-M)</br>1 x ROG Strix stickers</br>1 x 10-in-1 ROG cable label</br>1 x Cable de extensión para tiras RGB (80 cm)</br>1 x Cable(s) termistor</br>1 x Paquete de piezas 3D</br>1 x ROG Door Hanger(s)</br>1 x Extension cable for Addressable LED</p></p>
PGI132;Pc Intel Core I7 8700 - Z370 - 8gb - 1tb - Cylon - 550w;879950.00;628520.00;100;24475258;
IMP216;Escaner Epson V39 Perfection Photo;21861.00;15613.00;100;24475258;<p>Especificaciones del Escáner:</br>Tipo de Escáner:</br>Escáner a color de cama plana</br>Dispositivo Fotoeléctrico:</br>CIS (Sensor de Contacto de Imagen)</br>Resolución Óptica:</br>4800 dpi</br>Resolución de Hardware:</br>4800 x 4800 dpi</br>Profundidad del Bit de Color:</br>48 bits interna / 24 bits externa</br>Profundidad del Bit Monocromático:</br>16 bits interna / 8 bits externa</br>Pixeles Efectivos:</br>40800 x 56160 (4800 dpi)</br>Máxima Superficie de Digitalización:</br>21.59 cm x 29.72 cm (8.5 x 11.7”)</br>Fuente de Luz:</br>LEDs de 3 colores RGB</br>Velocidad de Escaneo:</br>Aproximadamente 10 s a 300 dpi a color (USB 2.0)</br>Aproximadamente 30 s a 600 dpi a color (USB 2.0)</br>General:</br>Sistemas de Operación:</br>Windows 10 32-bit, Windows 10 64-bit, Windows 8.1 32-bit, Windows 8.1 64-bit, Windows 8 32-bit, Windows 8 64-bit, Windows 7 32-bit, Windows 7 64-bit, Windows XP 32-bit, Windows XP 64-bit, Windows Vista 32-bit, Windows Vista 64-bit</br>Temperatura:</br>10° a 35°C (En operación)</br>Humedad:</br>20% a 80% (En operación)</br>Dimensiones:</br>Ancho: 25 cm x Profundidad: 37 cm x Alto: 3.9 cm</br>Peso:</br>1.5 kg</br>Funciones ECO:</br>Diseñados para fácil reciclaje6</br>Adheridos a las reglas RoHS</br>Epson America, Inc. es miembro de SmartWaySM Transport7</br>País de Origen:</br>Indonesia</br>Garantía:</br>Limitada de 1 año</br>Carcaterísticas del Escaner:</br>Botones:</br>4 botones: PDF, Enviar, Escanear, Inicio</p></p>
IMP217;Escaner Epson V370 Perfection Photo;257243.00;183745.00;100;24475258;<p>Especificaciones del Escáner:</br>Tipo de Escáner:</br>Escáner a color de cama plana con unidad para transparencias</br>Dispositivo Fotoeléctrico:</br>Sensor de línea MatrixCCD® de EPSON</br>Resolución Óptica:</br>4800 dpi</br>Resolución de Hardware:</br>4800 x 9600 dpi con tecnología Micro Step Drive™</br>Resolución Máxima:</br>Interpolada: 12800 dpi</br>Profundidad del Bit de Color:</br>48 bits (interna/ externa)</br>Profundidad del Bit Monocromático:</br>16 bits (interna/ externa)</br>Pixeles Efectivos:</br>40800 x 56160 (4800 dpi)</br>Máxima Superficie de Digitalización:</br>21.59 cm x 29.72 cm (8.5 x 11.7”)</br>Fuente de Luz:</br>ReadyScan LED</br>Velocidad de Escaneo:</br>Monocromático/Color 21.8 mseg/línea (aprox.)</br>Densidad Óptica:</br>3.2 Dmax</br>Adaptador de Transparencias:</br>Tamaño de FIlm Soportado:</br>Incorporada en la tapa</br>Diapositivas montadas de 35 mm (4 cuadros)</br>Tiras de pelicula de 35 mm (6 cuadros)</br>General:</br>Sistemas de Operación:</br>Windows 10 32-bit, Windows 10 64-bit, Windows 8.1 32-bit, Windows 8.1 64-bit, Windows 8 32-bit, Windows 8 64-bit, Windows 7 32-bit, Windows 7 64-bit, Windows XP 32-bit, Windows XP 64-bit, Windows Vista 32-bit, Windows Vista 64-bit</br>Temperatura:</br>10° a 35°C (En operación)</br>Humedad:</br>20% a 80% (En operación)</br>Dimensiones:</br>Ancho: 28 cm x Profundidad: 43 cm x Alto: 6.6 cm</br>Peso:</br>2,8 kg</br>Funciones ECO:</br>Diseñados para fácil reciclaje4</br>País de Origen:</br>Indonesia</br>Garantía:</br>Limitada de 1 año</p></p>
IMP218;Escaner Epson V550 Perfection Photo;59817.00;42725.00;100;24475258;<p>Especificaciones del Escáner:<br />Tipo de Escáner:<br />Escáner a color de cama plana con unidad para transparencias<br />Dispositivo Fotoeléctrico:<br />Sensor de línea MatrixCCD® de EPSON<br />Resolución Óptica:<br />6400 dpi<br />Resolución de Hardware:<br />6400 x 9600 dpi con tecnología Micro Step Drive™<br />Resolución Máxima:<br />Interpolada: 12800 dpi<br />Profundidad del Bit de Color:<br />48 bits (interna/ externa)<br />Profundidad del Bit Monocromático:<br />16 bits (interna/ externa)<br />Pixeles Efectivos:<br />54400 x 74880 (4800 dpi)<br />Máxima Superficie de Digitalización:<br />21.6 cm x 29.7 cm (8.5" x 11.7")<br />TPU: 6.8 cm x 24.1 cm (2.7" x 9.5")<br />Fuente de Luz:<br />ReadyScan LED<br />Velocidad de Escaneo:<br />Monocromático: 21 mseg/línea<br />Color: 21 mseg/línea (6400 dpi en alta velocidad)<br />Densidad Óptica:<br />3.4 Dmax</p><p>Adaptador de Transparencias:<br />Tamaño de FIlm Soportado:<br />Incorporada - 35 mm: Soporta 4 diapositivas y 2 tiras de hasta 6 cuadros cada una - Formato medio: 6x22cm</p><p>General:<br />Sistemas de Operación:<br />Windows 10 32-bit, Windows 10 64-bit, Windows 8.1 32-bit, Windows 8.1 64-bit, Windows 8 32-bit, Windows 8 64-bit, Windows 7 32-bit, Windows 7 64-bit, Windows Vista 32-bit, Windows Vista 64-bit<br />Temperatura:<br />10° a 35°C (En operación)<br />Humedad:<br />15% a 85% (En operación)<br />Dimensiones:<br />Ancho: 28.4 cm x Profundidad: 48.5 cm x Alto: 11.6 cm<br />Peso:<br />4,3 kg<br />Funciones ECO:<br />Diseñados para fácil reciclaje3<br />Adheridos a las reglas RoHS<br />País de Origen:<br />Indonesia<br />Garantía:<br />Limitada de 1 año</p>
